what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429535958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429544997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429558769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429571170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429583941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429628012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429635396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429660934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429675940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429682771
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311429695528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311429707639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429713885
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429724313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311429733163
